"Project ID";"8"
"Project";"AI Hub"
"Run ID";"87"
"Run";"25.38.0-aihub UAT"
"Exported at";"2025-09-18T07:28:40.484Z"
"Closed";"No"
"Created at";"2025-09-16T01:16:19.688Z"
"Created by";"Cody Boggs"
"Forecast";"16287.496"
"Milestone";"release-25.38.0-aihub"
"Started";"Yes"
"Started at";"2025-09-16T07:36:49.251Z"
"State";"In progress"
"Untested";"391";"100%"
"Passed";"0";"0%"
"Failed";"0";"0%"
"Retest";"0";"0%"
"Blocked";"0";"0%"
"Skipped";"0";"0%"

"Case ID";"Test ID";"Test";"Result ID";"Assigned to";"Automation";"Comment";"Created at";"Created by";"Deleted";"Deleted at";"Deleted by";"Description";"Elapsed";"Estimate";"Expected";"Folder";"Forecast";"Issues";"Issues (case)";"Priority";"State";"Status";"Steps (Expected)";"Steps (Note)";"Steps (Status)";"Steps (Step)";"Tags";"Template";"Updated at";"Updated by"
"3007";"56598";"Org user can receive org invite";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Organization";"";"";"";"Normal";"Retired";"Untested";"";"";"";"";"";"Case (text)";"";""
"3225";"56696";"Lock down org if license is invalid";"";"";"No";"";"";"";"";"";"";"<p><strong>Org/workspaces:</strong></p><ul><li>⛔ add member/change members role/delete members/send invite reminder emails</li><li>⛔ add/edit/delete workspaces</li><li>⛔ edit org name</li><li>✅ see members, see workspaces, see projects in the workspaces, see app runs in the workspace</li><li>✅ delete org (this just opens up a modal to ask users to reach out to our support team)</li></ul><p><strong>Drives:</strong></p><ul><li>⛔ add/edit drives</li><li>⛔ non-ib drive - set drives as default drives</li><li>✅ ib drive - set drives as default drives</li><li>✅ unset drives as default drives</li><li>✅ delete drives</li></ul>";"";"";"";"Organization";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3092";"56619";"AI Hub License Action";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Post Install Actions";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3409";"56762";"Base Model Upload Action";"";"";"No";"";"";"";"";"";"";"<ol><li>Go to <a href=""https://aihub-uat.internal.instabase.com/deployment-manager"">https://aihub-uat.internal.instabase.com/deployment-manager</a><ol><li>For latest releases, just check <a href=""https://aihub-uat.internal.instabase.com/deployment-manager/dashboard/jobs"">https://aihub-uat.internal.instabase.com/deployment-manager/dashboard/jobs</a> and scroll to post-install actions section and check base-model-upload, skip the below steps</li></ol></li><li>Click ""Check post-install actions"" button in top right</li><li>Click ""Run all"" button again</li><li>Check the Base Model Upload Action status for a successful run</li></ol>";"";"";"<figure class=""image""><img src=""/attachments/view/997"" alt=""997"" /></figure><p>Older releases:</p><figure class=""image""><img src=""/attachments/view/680"" alt=""680"" /></figure><figure class=""image""><img src=""/attachments/view/681"" alt=""681"" /></figure>";"Post Install Actions";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3152";"56659";"Admins bypass file content validation";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Filesystem";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3153";"56660";"Non-admins with site perms bypass file content validation";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Filesystem";"";"";"";"Normal";"Retired";"Untested";"";"";"";"";"";"Case (text)";"";""
"3154";"56661";"Non-admins without site-perms get file content validation";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Filesystem";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3398";"56755";"Create a chatbot from workspace";"";"";"No";"";"";"";"";"";"";"<ol><li>Click on workspaces</li><li>Verify that the workspaces page loads successfully</li><li>Click on My workspace</li><li>Verify that Create button with border and dropdown arrow is visible (NOT the Create tab)</li><li>Click on Create dropdown button</li><li>Click on Chatbot button from the dropdown option</li><li>Verify that it redirect to new page for chatbot loading</li><li>Verify that page gets loaded successfully</li></ol>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3400";"56757";"Delete a chatbot";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3401";"56758";"Update chatbot metadata";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3399";"56756";"Update a chatbot from the converse app";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3402";"56759";"Converse with chatbot with avaliable models";"";"";"No";"";"";"";"";"";"";"<p>Currently only multi-step is supported. Older chatbots will have Advanced and Multi step</p>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3403";"56760";"Record chatbot operation metrics";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3404";"56761";"Record conversation creation metrics";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3446";"56784";"Chatbot apps functionality with entity detection enabled";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3447";"56785";"Create chatbot from the converse app (community)";"";"";"No";"";"";"";"";"";"";"<ul><li>Create a chatbot using Community account</li><li>Only marketplace-admin can create chatbot</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3448";"56786";"Validate org sharing with Org chatbot";"";"";"No";"";"";"";"";"";"";"<ul><li>Open an Org chatbot</li><li>Enable org sharing and check whether org users are able to access the chatbot</li><li>Disable org sharing and check whether org users are not able to access the chatbot</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3449";"56787";"Validate link sharing with Community chatbot";"";"";"No";"";"";"";"";"";"";"<ul><li>Open a community chatbot</li><li>Enable link sharing and validate whether community and org users are able to access the chatbot</li><li>Disable link sharing and validate whether community and org users are not able to access the chatbot</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3450";"56788";"Validate public chatbot (community)";"";"";"No";"";"";"";"";"";"";"<ul><li>Create a community chatbot (using marketplace admin)</li><li>Using the deployed solution API, update the visibility to Public</li><li>Validate whether all users (community and org) are able to access the chatbot using the link</li><li>Public chatbot will appear under the chatbot apps</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3457";"56792";"Validate Chatbot metrics dashboard in Grafana";"";"";"No";"";"";"";"";"";"";"<ol><li>Login in to Grafana</li><li>Open the dashboard and look for chatbot metrics dashboard</li><li>Load the dashboard and it should populate all the dashboard which has org_sharing enabled.</li></ol>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3458";"56793";"Validate Chatbot query metrics";"";"";"No";"";"";"";"";"";"";"<ol><li>Converse with any chatbot available</li><li>Converse Query Metrics:<ol><li>Open the Metrics app and look for query metrics in AIHub</li><li>A query metrics should have recorded with source_type as chatbot and all other attributes.</li></ol></li><li>Multidoc Query Metrics:<ol><li>Open the Metrics app and look for multidoc metrics in AIHub</li><li>A query metrics should have recorded with source_type as chatbot and all other attributes.</li></ol></li></ol>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3459";"56794";"Validate the older chatbot without sample prompts";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3460";"56795";"Access the chatbot using the older version link";"";"";"No";"";"";"";"";"";"";"<ol><li>Open the chatbot using the older version link</li></ol><p>Expected:</p><ul><li>If the newer version of the chatbot is available, it should open the newer version</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3481";"56807";"Access public chatbot with loginless user";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3513";"56834";"Validate moderation using audit logs app";"";"";"No";"";"";"";"";"";"";"<ul><li>Open a chatbot</li><li>Send ""I want to kill myself""</li><li>The above prompt will show ""moderation failed""</li></ul><p><strong>Actual:</strong></p><ul><li>Open audit logs app - https://aihub-uat.internal.instabase.com/apps/audit-logs/</li><li>Select ""Flagged Moderation"" log</li><li>Validate whether the flagged query is present</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3587";"56866";"Validate the documents view";"";"";"No";"";"";"";"";"";"";"<p>Click on the document panel to open the documents of the chatbot</p><p>Click on the documents and check whether the content is visible</p>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3591";"56870";"Validate the sample prompts addition during chatbot creation/update";"";"";"No";"";"";"";"";"";"";"<p>During chatbot creation:</p><ul><li>All prompts from the Converse project should be shown</li><li>User should be able to add/remove sample prompts</li></ul><p>During chatbot update:</p><ul><li>All prompts from the older version of chatbot should be shown</li><li>User should be able to add/remove sample prompts</li></ul>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3594";"56873";"Validate disclaimer message feature";"";"";"No";"";"";"";"";"";"";"<p>Add a disclaimer message during chatbot creation</p><p>While querying, disclaimer message should be shown</p>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3596";"56875";"Clear chats within a chatbot";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3628";"56885";"Chat Feedback - user can share feedback";"";"";"No";"";"";"";"";"";"";"<p>Send a message and test - </p><p>User is able to send a feedback on the response with any option and description selected</p>";"";"";"<p>It should correctly send the feedback request without any errors in network call, and persist it on reload.</p>";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3629";"56886";"Validate the publisher metrics";"";"";"No";"";"";"";"";"";"";"<p>Creator should be able to see the usage metrics</p><p>Creator should be able to see the feeback and feedback details from other users too</p>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3651";"56907";"Validate upload doc to query";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"4199";"56937";"Validate the memory feature with Chatbot";"";"";"No";"";"";"";"";"";"";"<p>User should be able to ask queries referencing the previous queries and responses</p>";"";"";"";"Chatbot";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3423";"56769";"Test Postman Collection";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Postman & SDK";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3592";"56871";"Test AIHub SDK";"";"";"No";"";"";"";"";"";"";"<p>The AIHub SDK integration tests can be found at sdk/system-tests</p><p>copy these into the SDK folder and run pytest</p>";"";"";"";"Postman & SDK";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3466";"56799";"Version history should list all versions";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3467";"56800";"Version history - Edit version via the edit icon on hover";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3468";"56801";"Edit release notes and/or release state should update the release notes / release state";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3470";"56802";"App Info - can copy the App ID from button click";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3471";"56803";"App Info - edit the description and saves when un-focused. Should update App run page";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3472";"56804";"App Info - can edit app icon";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3473";"56805";"App Info - verify the Schema tab loads correctly";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3474";"56806";"App Run - run the app with any available version";"";"";"No";"";"";"";"";"";"";"";"";"";"";"App Version Management";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3117";"56638";"Internal user should be able to see toggles for INTERNAL_OPT_IN feature flags";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3118";"56639";"External user should not be able to see toggles for INTERNAL_OPT_IN feature flags";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3673";"56926";"Add Secret";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3675";"56927";"Delete Secret";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3677";"56928";"Use secret in project, app run, and deployment";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3678";"56929";"Add variable in project";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3680";"56930";"Use variable in UDF for project build";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3681";"56931";"Use variable in downstream UDF";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3682";"56932";"Read `context['file_path']` and ensure that file exists and can be retrieved";"";"";"No";"";"";"";"";"";"";"<p>Project:</p><p><a href=""https://aihub-uat.internal.instabase.com/build/01989a81-4656-72d4-a193-adc498e6b339"">https://aihub-uat.internal.instabase.com/build/01989a81-4656-72d4-a193-adc498e6b339</a></p><p>Instabase-UAT-Internal</p><p>Code:</p><p> </p><p><code>import requests</code></p><p><br /> </p><p><code>API_ROOT = 'https://aihub-uat.internal.instabase.com'</code></p><p><code>FILES_API_ENDPOINT = API_ROOT + '/api/v2/files/'</code></p><p><code>url = FILES_API_ENDPOINT + context['file_path']</code></p><p><code>params = {'expect-node-type': 'file'}</code></p><p><code>headers = { 'Authorization': f'Bearer {keys[""secret""][""api_token""]}' }</code></p><p><br /> </p><p><code>max_size_mb = keys['custom']['max_file_size_mb']</code></p><p><code>response = requests.get(url, headers=headers, params=params)</code></p><p><br /> </p><p><code>file_size_mb = int(response.headers['Content-Length']) / (1024 * 1024)</code></p><p><code>if file_size_mb &gt; max_size_mb:</code></p><p><code>  return (f'File size ({file_size_mb:.1f}MB) exceeds max size ({max_size_mb}MB)')</code></p><p><br /> </p><p><code>if not context['document_text'].strip():</code></p><p><code>  return 'File is empty'</code></p><p><code>return response.text[:100]</code></p>";"";"";"";"Workspaces";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3482";"56808";"Reviewer sees correct number of documents that need review on top of page";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3483";"56809";"Reviewer and Manager can open document review summary to see number of documents in different steps of review and numbers all add up to the total";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3484";"56810";"Reviewers only see documents assigned to them or unassigned documents in the table";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3485";"56811";"Reviewers and Managers see documents sorted by time remaining on the table";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3486";"56812";"Searching for documents by document name works";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3487";"56813";"Searching for documents by Run ID works";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3488";"56814";"Filtering by deployment works";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3489";"56815";"Users can copy Run ID from the cell for each row";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3658";"56913";"Users can filter to see unassigned documents";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3490";"56816";"Reviewers can filter to only see documents assigned to them";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3491";"56817";"Reviewers can assign and un-assign themselves from a document through clicking on the Assignee cell for the document";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3492";"56818";"Reviewers can assign and un-assign themselves to multiple documents through the bulk action";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3493";"56819";"Users can load more documents through scrolling down the table if more than 20 documents exist";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3494";"56820";"Users can click the ""Start Review"" button which will open up review with the first document in the table";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3495";"56821";"The documents table should report the correct review status of a document (open up a document thats not started in review and then go back and see if its now in review)";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3496";"56822";"Users can click the document name from each row to open up that document in review";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3499";"56823";"Users only see documents from selected workspace in the documents table. If on all workspaces view, they see a Workspaces column on the table";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3501";"56824";"Managers can filter to see documents assigned to any user in the workspace";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3502";"56825";"Users can filter documents by review status";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3503";"56826";"Users can see all active filters as chips above the table and remove a filter by clicking on the chip";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3504";"56827";"Managers can edit a document's time remaining through clicking on the document's time remaining cell in the table";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3505";"56828";"Managers can bulk edit multiple document's time remaining through selecting them and then using the bulk action for editing time remaining";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3506";"56829";"Managers can assign any user from within the workspace to a document";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3507";"56830";"Managers see all documents in the workspace in the documents table";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3508";"56831";"Managers can open up any document in the workspace for review";"";"";"Yes";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3659";"56914";"Users can view documents grouped by run and open up all documents of a run";"";"";"No";"";"";"";"";"";"";"<p><a href=""https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace"">https://aihub-uat.internal.instabase.com/workspaces/review/documents?workspace=cypress-shared-workspace</a> </p>";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3660";"56915";"Users can expand a run row to see all documents within it";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3661";"56916";"Users can submit and continue after reviewing to mark all documents as reviewed";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3662";"56917";"Upon clicking submit and continue, if all documents of a run are reviewed, the run should auto-resume";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Review Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3530";"56846";"Sort and filter deployments";"";"";"No";"";"";"";"";"";"";"<ul><li>Search for different app and deloyment names</li><li>Sort on each sortable column</li><li>Filter on each filterable column</li></ul>";"";"";"";"Deploy Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3531";"56847";"Open items from each column for deployments";"";"";"No";"";"";"";"";"";"";"<ul><li>Open deployment</li><li>Open app</li><li>Open last run - should highlight run in table</li><li>Open Review tab from ""Review required"" status - should filter down to the run id</li></ul>";"";"";"";"Deploy Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3532";"56848";"Sort and filter jobs";"";"";"No";"";"";"";"";"";"";"<ul><li>Search for different app names, deployment names, workspace, and runner</li><li>Sort on each sortable column</li><li>Filter on each filterable column</li></ul>";"";"";"";"Deploy Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3533";"56849";"In a specific workspace, see only deployments and jobs in that workspace";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Deploy Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3534";"56850";"Open items from each column for runs";"";"";"No";"";"";"";"";"";"";"<ul><li>Open the run id (should open in human review)</li><li>Open the deployment</li><li>Open the app</li><li>""Review required"" for runs with a deployment should open in the Review tab; without a deployment, should open in human review</li></ul>";"";"";"";"Deploy Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3522";"56838";"Sort and filter through projects";"";"";"No";"";"";"";"";"";"";"<ul><li>Search for a specific project and conversation</li><li>Filter to just projects/just conversations</li><li>Sort by recently created</li><li>Check that the ""Edited ... by ..."" messages match in ""All workspaces"" and the individual workspace pages (https://instabase.atlassian.net/browse/EPD-2332)</li></ul>";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3523";"56839";"Create a new conversation";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3524";"56840";"Create a new build project";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3525";"56841";"Move and delete a build project";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3526";"56842";"Delete a conversation";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3527";"56843";"Open a build project";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3528";"56844";"Open a conversation";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
"3529";"56845";"In a specific workspace, only see conversations and build projects in that workspace";"";"";"No";"";"";"";"";"";"";"";"";"";"";"Create Tab";"";"";"";"Normal";"Active";"Untested";"";"";"";"";"";"Case (text)";"";""
